,location,bhk,total_sqft,bath,price,price_per_sqft
11050,Sarjapur  Road,4,3420.0,4.0,225.0,6578.9473684210525
11051,Hulimavu,3,1320.0,2.0,65.0,4924.242424242424
11052,Bhoganhalli,3,1610.0,3.0,84.53,5250.310559006211
11053,Frazer Town,3,1870.0,3.0,180.0,9625.668449197861
11054,Sarjapur  Road,3,1510.0,2.0,110.0,7284.76821192053
11055,other,6,2700.0,7.0,110.0,4074.074074074074
11056,other,3,1305.0,2.0,45.68,3500.383141762452
11057,Mahadevpura,3,1500.0,2.0,70.0,4666.666666666667
11058,Indira Nagar,2,1149.0,2.0,130.0,11314.186248912098
11059,Thanisandra,4,1948.0,4.0,129.0,6622.17659137577
11060,Margondanahalli,3,1448.0,3.0,70.0,4834.254143646409
11061,Sarjapur  Road,2,1242.0,2.0,78.0,6280.193236714976
11062,Sonnenahalli,2,1268.0,2.0,58.0,4574.132492113565
11063,Ramamurthy Nagar,2,1101.0,2.0,50.0,4541.326067211626
11064,other,2,1255.0,2.0,65.0,5179.282868525896
11065,Gunjur,3,1362.0,3.0,62.63,4598.384728340676
11066,Sarjapur  Road,3,984.0,3.0,140.0,14227.642276422765
11067,Hosa Road,2,1089.0,2.0,32.67,3000.0
11068,other,2,800.0,1.0,95.0,11875.0
11069,Uttarahalli,3,1345.0,2.0,57.0,4237.918215613383
11070,Thanisandra,8,3600.0,9.0,125.0,3472.222222222222
11071,other,4,1650.0,2.0,140.0,8484.848484848484
11072,Kaggalipura,2,950.0,2.0,45.0,4736.8421052631575
11073,HBR Layout,2,1068.0,2.0,43.0,4026.2172284644193
11074,Yelahanka New Town,2,860.0,1.0,31.0,3604.6511627906975
11075,Kengeri,8,3000.0,5.0,130.0,4333.333333333333
11076,Yelahanka,3,1756.0,3.0,66.73,3800.113895216401
11077,Whitefield,2,1205.0,2.0,41.0,3402.4896265560164
11079,Banashankari,3,1800.0,3.0,125.0,6944.444444444444
11080,other,4,8321.0,5.0,2912.0,34995.79377478668
11081,Hormavu,3,1604.0,3.0,68.0,4239.401496259352
11082,Old Airport Road,4,2732.0,4.0,204.0,7467.0571010248905
11083,Chandapura,2,1015.0,2.0,25.88,2549.753694581281
11084,Banashankari,3,1200.0,2.0,42.0,3500.0
11085,Ananth Nagar,2,1010.0,2.0,38.0,3762.3762376237623
11086,Nagarbhavi,2,1250.0,3.0,170.0,13600.0
11087,Doddakallasandra,2,1010.0,2.0,41.0,4059.4059405940593
11088,Yelahanka,2,1050.0,2.0,33.1,3152.3809523809523
11089,Harlur,3,1710.0,3.0,85.0,4970.7602339181285
11090,Mysore Road,3,1248.52,3.0,115.0,9210.90571236344
11091,Attibele,1,410.0,1.0,10.0,2439.0243902439024
11092,Bannerghatta Road,3,1656.0,2.0,62.93,3800.1207729468597
11093,Naganathapura,3,1451.0,3.0,68.0,4686.423156443831
11095,JP Nagar,2,1250.0,2.0,93.0,7440.0
11096,other,3,4395.0,3.0,240.0,5460.750853242321
11097,Hebbal,4,4600.0,6.0,650.0,14130.434782608696
11098,Sonnenahalli,3,1340.0,2.0,42.0,3134.3283582089553
11099,other,2,1100.0,2.0,38.5,3500.0
11100,Whitefield,4,6000.0,6.0,700.0,11666.666666666666
11101, Devarachikkanahalli,3,1700.0,3.0,71.0,4176.470588235294
11103,KR Puram,2,1096.0,2.0,43.0,3923.3576642335765
11104,Electronic City Phase II,2,1160.0,2.0,33.5,2887.9310344827586
11105,other,3,1936.0,3.0,139.0,7179.752066115702
11106,Nehru Nagar,3,1269.0,2.0,63.0,4964.5390070921985
11107,other,3,3500.0,3.0,630.0,18000.0
11108,Panathur,3,1586.0,3.0,125.0,7881.462799495586
11109,Rajaji Nagar,2,1376.0,2.0,124.0,9011.627906976744
11110,Kanakpura Road,3,1452.0,3.0,56.5,3891.184573002755
11111,Hosa Road,3,1538.0,3.0,107.0,6957.087126137842
11112,Hosur Road,3,1427.0,2.0,130.0,9110.021023125439
11113,other,2,935.0,2.0,40.0,4278.07486631016
11114,other,2,1220.0,2.0,65.0,5327.868852459016
11115,Harlur,2,1197.0,2.0,77.0,6432.748538011696
11116,Varthur,2,674.0,1.0,19.9,2952.522255192878
11117,Kengeri,1,410.0,1.0,15.0,3658.5365853658536
11118,Thanisandra,3,1573.0,3.0,90.0,5721.551176096631
11119,Dodda Nekkundi,2,1135.0,2.0,58.0,5110.132158590309
11120,other,3,1400.0,2.0,40.43,2887.8571428571427
11121,other,1,1200.0,1.0,65.0,5416.666666666667
11122,other,3,1800.0,3.0,95.0,5277.777777777777
11123,other,3,2045.0,3.0,108.0,5281.173594132029
11124,Sonnenahalli,2,1268.0,2.0,56.0,4416.403785488959
11125,Kambipura,2,883.0,2.0,39.0,4416.761041902605
11126,Yelahanka,3,1600.0,3.0,100.0,6250.0
11127,Thanisandra,2,1056.0,2.0,70.0,6628.787878787879
11129,Whitefield,4,4500.0,4.0,330.0,7333.333333333333
11130,KR Puram,2,1204.0,2.0,58.0,4817.275747508305
11131,other,3,1410.0,2.0,54.0,3829.7872340425533
11132,Hennur Road,2,1460.0,2.0,80.3,5500.0
11133,Dodda Nekkundi,2,1100.0,2.0,41.18,3743.6363636363635
11134,other,2,1310.0,2.0,88.0,6717.557251908397
11135,Sector 2 HSR Layout,3,1600.0,3.0,90.0,5625.0
11136,other,2,1250.0,2.0,55.0,4400.0
11137,Sarjapur  Road,3,1665.0,3.0,74.93,4500.3003003003005
11138,Uttarahalli,3,1345.0,2.0,57.0,4237.918215613383
11139,other,5,2000.0,5.0,240.0,12000.0
11140,Singasandra,2,1416.0,2.0,67.0,4731.6384180790965
11141,HSR Layout,2,1145.0,2.0,46.0,4017.467248908297
11142,Munnekollal,10,7200.0,10.0,200.0,2777.777777777778
11143,Jigani,3,1231.0,3.0,58.0,4711.6165718927705
11144,Yelahanka,3,1664.0,3.0,73.95,4444.110576923077
11145,TC Palaya,3,2000.0,3.0,76.0,3800.0
11146,Rajiv Nagar,2,972.0,2.0,43.0,4423.868312757201
11147,other,4,4500.0,4.0,345.0,7666.666666666667
11148,Bellandur,2,1185.0,2.0,47.39,3999.15611814346
11149,Green Glen Layout,3,1750.0,3.0,81.0,4628.571428571428
11150,other,3,3155.0,4.0,316.0,10015.847860538826
11151,Balagere,2,1007.0,2.0,68.0,6752.730883813307
11152,Rajaji Nagar,3,1700.0,3.0,200.0,11764.70588235294
11153,Whitefield,2,1250.0,2.0,85.0,6800.0
11154,other,2,1200.0,2.0,54.0,4500.0
11155,Horamavu Agara,2,994.0,2.0,42.28,4253.521126760564
11156,Ramamurthy Nagar,2,1150.0,2.0,40.0,3478.2608695652175
11157,Thanisandra,2,1220.0,2.0,46.0,3770.4918032786886
11158,other,2,1441.0,2.0,115.0,7980.569049271339
11159,Old Madras Road,2,1157.0,2.0,47.32,4089.887640449438
11161,Thigalarapalya,2,1400.0,2.0,105.0,7500.0
11162,Tindlu,3,1370.07,3.0,65.0,4744.283138817725
11164,Judicial Layout,2,900.0,2.0,40.0,4444.444444444444
11165,other,1,418.0,1.0,17.0,4066.9856459330144
11166,other,3,1200.0,3.0,80.0,6666.666666666667
11167,ISRO Layout,2,1200.0,2.0,43.0,3583.3333333333335
11168,Talaghattapura,2,1062.0,2.0,42.48,4000.0
11169,Kanakpura Road,2,1120.0,2.0,51.0,4553.571428571428
11170,Bannerghatta Road,2,1012.0,2.0,44.0,4347.826086956522
11171,other,3,1500.0,2.0,200.0,13333.333333333334
11173,other,2,675.0,2.0,13.5,2000.0
11174,Kanakpura Road,2,1430.0,2.0,78.0,5454.545454545455
11175,Channasandra,3,1195.0,2.0,56.0,4686.192468619247
11176,Old Madras Road,3,2640.0,5.0,150.0,5681.818181818182
11177,Bisuvanahalli,3,1075.0,2.0,42.0,3906.9767441860463
11178,Hennur Road,3,1570.0,3.0,75.99,4840.127388535031
11180,Sonnenahalli,2,1011.0,2.0,59.0,5835.806132542038
11181,7th Phase JP Nagar,3,1450.0,2.0,102.0,7034.482758620689
11182,Sarjapur  Road,2,1129.0,2.0,69.0,6111.603188662533
11183,Sarjapura - Attibele Road,2,1126.0,2.0,36.0,3197.158081705151
11184,Attibele,3,1200.0,3.0,110.0,9166.666666666666
11185,Sarjapur  Road,3,1180.0,2.0,45.0,3813.5593220338983
11188,Hennur Road,3,1933.0,3.0,140.0,7242.628039317124
11189,TC Palaya,2,1082.0,2.0,64.0,5914.972273567468
11190,LB Shastri Nagar,8,2400.0,8.0,250.0,10416.666666666666
11191,other,1,610.0,1.0,28.0,4590.163934426229
11192,Raja Rajeshwari Nagar,4,1560.0,4.0,160.0,10256.410256410256
11193,Kathriguppe,3,1300.0,3.0,77.99,5999.230769230769
11194,Kudlu Gate,4,3850.0,6.0,205.0,5324.675324675325
11195,CV Raman Nagar,2,1125.0,2.0,46.0,4088.8888888888887
11196,other,6,2400.0,7.0,107.0,4458.333333333333
11197,Kengeri Satellite Town,2,777.4,2.0,25.0,3215.8476974530486
11198,Battarahalli,4,2500.0,3.0,65.0,2600.0
11199,Old Airport Road,3,1798.0,3.0,150.0,8342.602892102335
11200,other,3,1864.0,3.0,120.0,6437.768240343347
11201,Whitefield,2,1115.0,2.0,51.91,4655.605381165919
11202,Kengeri,1,400.0,1.0,25.0,6250.0
11203,Rajaji Nagar,2,1200.0,2.0,70.0,5833.333333333333
11204,Ananth Nagar,2,992.0,2.0,24.8,2500.0
11205,other,2,950.0,2.0,57.0,6000.0
11206,R.T. Nagar,4,1500.0,4.0,185.0,12333.333333333334
11207,Bellandur,2,1200.0,2.0,62.0,5166.666666666667
11208,GM Palaya,3,1735.0,3.0,70.0,4034.5821325648417
11209,BTM 2nd Stage,3,1750.0,3.0,172.0,9828.57142857143
11210,HSR Layout,2,1009.0,2.0,56.0,5550.049554013875
11211,Jalahalli,3,1470.0,2.0,102.0,6938.775510204082
11212,Bannerghatta Road,3,1527.0,3.0,115.0,7531.106745252128
11213,other,2,985.0,2.0,45.0,4568.527918781726
11214,Chandapura,4,3300.0,4.0,135.0,4090.909090909091
11215,Whitefield,2,1277.0,2.0,77.0,6029.757243539546
11216,other,2,1100.0,2.0,62.0,5636.363636363636
11217,Whitefield,3,1820.0,3.0,140.0,7692.307692307692
11218,other,4,1530.0,3.0,87.0,5686.274509803921
11219,Banashankari,3,1886.0,3.0,205.0,10869.565217391304
11220,other,3,1200.0,2.0,190.0,15833.333333333334
11221,Jakkur,3,1880.0,4.0,110.0,5851.063829787234
11222,Hennur,2,1255.0,2.0,52.35,4171.314741035857
11223,Kanakpura Road,2,700.0,2.0,36.0,5142.857142857143
11224,Somasundara Palya,2,1140.0,2.0,46.0,4035.0877192982457
11225,Electronic City Phase II,2,1025.0,2.0,29.6,2887.8048780487807
11226,Whitefield,4,3453.0,4.0,247.0,7153.200115841298
11227,Uttarahalli,3,1490.0,2.0,59.6,4000.0
11228,other,4,1200.0,4.0,165.0,13750.0
11229,Sarjapur  Road,3,1850.0,3.0,140.0,7567.5675675675675
11230,Kaikondrahalli,2,1250.0,2.0,78.0,6240.0
11231,other,4,2400.0,3.0,108.0,4500.0
11232,Kodihalli,4,3522.0,5.0,716.0,20329.358319136853
11233,Jalahalli,2,1244.0,2.0,88.0,7073.954983922829
11235,Kengeri Satellite Town,2,1025.0,2.0,28.57,2787.317073170732
11236,Sarjapur  Road,2,1034.0,2.0,38.0,3675.0483558994197
11237,Kengeri Satellite Town,3,1191.0,2.0,33.34,2799.3282955499585
11238,Kasavanhalli,3,1719.0,3.0,71.0,4130.308318789994
11239,7th Phase JP Nagar,2,1035.0,2.0,39.33,3800.0
11240,2nd Stage Nagarbhavi,4,1500.0,3.0,230.0,15333.333333333334
11241,Hosa Road,3,1470.0,2.0,84.22,5729.251700680272
11242,Yelahanka,2,1140.0,2.0,50.66,4443.859649122807
11243,Harlur,3,1752.12,3.0,125.0,7134.214551514737
11246,Old Madras Road,3,2990.0,3.0,170.0,5685.61872909699
11247,Bannerghatta Road,3,1660.0,3.0,85.0,5120.481927710844
11248,Electronic City,3,1275.0,3.0,63.43,4974.901960784314
11249,Bommasandra Industrial Area,3,1365.0,3.0,52.81,3868.864468864469
11250,other,3,1200.0,2.0,90.0,7500.0
11251,Kanakpura Road,3,2546.0,3.0,170.0,6677.140612725844
11252,Banashankari Stage VI,3,1392.0,3.0,69.46,4989.942528735632
11253,Whitefield,2,1245.0,2.0,59.76,4800.0
11255,Yeshwanthpur,2,1162.0,2.0,64.08,5514.629948364888
11256,Singasandra,3,1476.0,2.0,73.0,4945.79945799458
11257,KR Puram,1,700.0,1.0,21.5,3071.4285714285716
11258,other,6,3600.0,6.0,170.0,4722.222222222223
11259,Jigani,2,943.0,2.0,48.0,5090.1378579003185
11260,Pai Layout,2,1150.0,2.0,170.0,14782.608695652174
11261,Sarjapur  Road,2,1113.0,2.0,44.5,3998.2030548068283
11262,Varthur,3,1615.0,3.0,69.43,4299.071207430341
11263,other,2,1279.0,2.0,100.0,7818.608287724785
11264,other,2,1256.0,2.0,60.0,4777.070063694267
11265,Benson Town,3,1805.0,3.0,280.0,15512.465373961219
11266,Sompura,3,1350.0,3.0,65.0,4814.814814814815
11267,other,3,1525.0,3.0,68.63,4500.327868852459
11268,Rajaji Nagar,2,1357.0,2.0,123.0,9064.112011790714
11269,Hebbal,3,1645.0,3.0,117.0,7112.462006079028
11270,Ardendale,3,1777.26,3.0,92.0,5176.507657855351
11271,Bisuvanahalli,2,845.0,2.0,32.0,3786.98224852071
11272,other,2,900.0,2.0,25.0,2777.777777777778
11273,Varthur,2,1210.0,2.0,64.15,5301.652892561984
11274,Electronic City Phase II,2,829.0,2.0,22.8,2750.301568154403
11275,Sarjapur  Road,3,1879.0,3.0,155.0,8249.068653539116
11276,Hosur Road,3,1250.0,2.0,50.0,4000.0
11277,other,4,1200.0,2.0,35.0,2916.6666666666665
11278,Marathahalli,3,1108.0,2.0,60.0,5415.162454873646
11279,Kanakpura Road,3,1401.0,3.0,69.0,4925.0535331905785
11280,Sarjapur  Road,3,1157.0,2.0,75.0,6482.281763180639
11281,other,2,1185.0,2.0,42.66,3600.0
11282,Green Glen Layout,3,1751.0,3.0,115.0,6567.6756139348945
11283,other,5,1550.0,3.0,250.0,16129.032258064517
11284,Bannerghatta Road,3,1880.0,3.0,96.5,5132.978723404255
11285,Whitefield,3,1322.5,3.0,40.985,3099.054820415879
11286,Channasandra,2,1175.0,2.0,38.0,3234.0425531914893
11287,Jalahalli,2,1407.0,2.0,98.49,7000.0
11288,Yelachenahalli,2,1000.0,2.0,50.0,5000.0
11289,Electronic City,3,1518.0,3.0,75.0,4940.711462450593
11290,other,4,3600.0,4.0,300.0,8333.333333333334
11291,Tumkur Road,2,1027.0,2.0,67.0,6523.855890944498
11292,Dairy Circle,4,3730.0,6.0,430.0,11528.150134048257
11293,HSR Layout,2,1145.0,2.0,46.0,4017.467248908297
11294,Rajaji Nagar,2,1260.0,2.0,113.0,8968.253968253968
11295,Begur Road,3,1500.0,2.0,47.25,3150.0
11296,Varthur,3,1737.0,2.0,57.32,3299.9424294761084
11298,other,3,1600.0,4.0,120.0,7500.0
11299,Hegde Nagar,3,1500.0,3.0,135.0,9000.0
11300,other,2,1120.0,2.0,60.0,5357.142857142857
11301,Banashankari Stage V,3,1200.0,4.0,240.0,20000.0
11302,Hennur Road,2,1030.0,2.0,46.5,4514.563106796117
11303,Gubbalala,6,2500.0,6.0,88.0,3520.0
11304,Kammasandra,2,1057.0,2.0,35.0,3311.2582781456954
11305,Old Airport Road,4,2774.0,4.0,208.0,7498.197548666186
11306,Thanisandra,2,1460.0,2.0,38.5,2636.986301369863
11307,Hormavu,2,1075.0,2.0,53.7,4995.3488372093025
11308,Mysore Road,3,1080.0,2.0,60.0,5555.555555555556
11309,Kodihalli,4,3626.0,5.0,788.0,21731.936017650303
11310,other,6,5100.0,7.0,225.0,4411.764705882353
11311,Singasandra,2,1139.7,2.0,45.0,3948.407475651487
11312,Whitefield,2,1074.0,2.0,42.8,3985.102420856611
11313,Whitefield,2,1200.0,2.0,46.13,3844.1666666666665
11314,Sarjapur  Road,4,2425.0,5.0,175.0,7216.494845360825
11315,Sarjapur  Road,2,1323.0,2.0,74.0,5593.348450491308
11316,Hennur Road,2,1232.0,2.0,69.61,5650.162337662337
11317,Kalena Agrahara,2,900.0,2.0,40.0,4444.444444444444
11318,Sarjapura - Attibele Road,1,740.0,1.0,23.65,3195.945945945946
11319,Hebbal,3,1920.0,3.0,134.0,6979.166666666667
11320,other,1,,1.0,170.0,
11321,Bannerghatta Road,3,1550.0,3.0,96.0,6193.548387096775
11322,Gunjur,3,1588.0,2.0,90.0,5667.506297229219
11323,Rajaji Nagar,3,2300.0,4.0,240.0,10434.782608695652
11324,R.T. Nagar,9,3600.0,8.0,165.0,4583.333333333333
11325,other,2,1308.0,2.0,86.0,6574.923547400612
11326,Hennur,3,1340.0,2.0,54.27,4050.0
11327,Kogilu,10,3280.0,9.0,450.0,13719.512195121952
11328,other,4,2170.0,3.0,265.0,12211.981566820277
11329,Thanisandra,3,1719.0,3.0,135.0,7853.4031413612565
11330,Horamavu Agara,2,1107.83,2.0,41.51,3746.964787016059
11331,Whitefield,2,1200.0,2.0,45.84,3820.0
11332,Electronic City,1,1090.0,2.0,31.48,2888.0733944954127
11333,other,5,1500.0,5.0,210.0,14000.0
11334,Jakkur,3,1660.0,3.0,104.0,6265.060240963855
11335,Nagavara,2,1247.0,2.0,58.56,4696.0705693664795
11336,Thanisandra,3,1595.0,3.0,96.0,6018.808777429467
11337,Kaggadasapura,2,1175.0,2.0,50.0,4255.31914893617
11339,Old Airport Road,2,1184.0,2.0,78.0,6587.8378378378375
11340,other,2,1100.0,2.0,55.0,5000.0
11341,Kaval Byrasandra,2,935.0,2.0,78.0,8342.245989304813
11342,Yelahanka,2,1200.0,2.0,60.0,5000.0
11343,Rajaji Nagar,5,2400.0,5.0,408.0,17000.0
11344,other,2,1000.0,2.0,45.0,4500.0
11345,Uttarahalli,2,1000.0,2.0,52.0,5200.0
11346,Yelahanka,3,1705.0,3.0,85.0,4985.337243401759
11347,Tumkur Road,3,1060.0,2.0,58.3,5500.0
11348,Chikka Tirupathi,4,2325.0,4.0,120.0,5161.290322580645
11349,other,3,1347.0,2.0,55.0,4083.147735708983
11351,Varthur,2,1402.0,2.0,95.0,6776.034236804565
11352,Whitefield,3,2280.0,4.0,125.0,5482.456140350877
11353,other,2,1225.0,2.0,71.05,5800.0
11354,5th Phase JP Nagar,2,1080.0,2.0,53.0,4907.407407407408
11355,other,7,4000.0,7.0,90.0,2250.0
11356,other,3,1919.0,3.0,300.0,15633.142261594581
11357,Begur Road,2,1100.0,2.0,42.6,3872.7272727272725
11358,Sarjapur  Road,4,2500.0,4.0,225.0,9000.0
11359,Bannerghatta Road,2,1200.0,2.0,78.0,6500.0
11360,Begur Road,3,1565.0,2.0,57.91,3700.3194888178914
11361,other,2,1200.0,3.0,78.0,6500.0
11362,Kothanur,3,1581.0,3.0,76.0,4807.084123972169
11363,Whitefield,4,2882.0,5.0,200.0,6939.625260235947
11365,other,3,2180.0,3.0,273.0,12522.935779816513
11367,Abbigere,2,985.0,2.0,38.92,3951.269035532995
11368,Sarjapur,2,950.0,2.0,35.0,3684.2105263157896
11369,other,2,1339.0,2.0,55.0,4107.542942494399
11370,other,3,1449.0,3.0,72.0,4968.944099378882
11371,other,4,1200.0,4.0,180.0,15000.0
11372,other,2,1100.0,2.0,38.68,3516.3636363636365
11373,Hoskote,2,1003.5,2.0,28.095,2799.701046337818
11374,Kaval Byrasandra,3,2700.0,3.0,200.0,7407.407407407408
11375,other,2,1100.0,2.0,55.0,5000.0
11376,Electronic City,2,1140.0,2.0,32.92,2887.719298245614
11377,Sarjapur,3,3009.0,3.0,330.0,10967.098703888336
11378,other,8,3300.0,8.0,310.0,9393.939393939394
11379,Chandapura,2,800.0,1.0,30.0,3750.0
11380,Chikkabanavar,5,2000.0,4.0,65.0,3250.0
11381,other,4,1200.0,4.0,190.0,15833.333333333334
11382,other,2,1300.0,2.0,95.0,7307.692307692308
11383,Kanakpura Road,2,1220.0,2.0,60.0,4918.0327868852455
11384,Sarjapur  Road,3,2289.0,3.0,178.0,7776.321537789428
11385,Whitefield,2,1170.0,2.0,56.0,4786.324786324786
11386,other,2,1350.0,2.0,89.5,6629.62962962963
11387,Kambipura,2,883.0,2.0,45.0,5096.262740656852
11388,Thanisandra,3,1698.0,3.0,125.0,7361.601884570083
11389,Electronic City Phase II,4,2187.5,4.0,105.0,4800.0
11390,Ambalipura,2,1060.0,2.0,58.5,5518.867924528302
11391,Somasundara Palya,2,1185.0,2.0,75.0,6329.113924050633
11392,Padmanabhanagar,3,2051.0,3.0,180.0,8776.206728425159
11393,Vittasandra,2,1404.0,2.0,72.0,5128.205128205128
11394,Electronic City Phase II,2,1252.0,2.0,67.0,5351.437699680511
11395,Bannerghatta Road,3,1885.0,3.0,125.0,6631.29973474801
11396,Kaikondrahalli,6,3381.0,6.0,225.0,6654.835847382431
11397,Hormavu,2,980.0,2.0,42.0,4285.714285714285
11398,Rajaji Nagar,3,2500.0,3.0,340.0,13600.0
11399,Banashankari,3,1420.0,3.0,66.0,4647.887323943662
11401,other,3,2312.0,3.0,156.0,6747.404844290658
11402,Kaggadasapura,4,3000.0,4.0,130.0,4333.333333333333
11403,other,2,1175.0,2.0,70.0,5957.446808510638
11404,other,2,1145.0,2.0,51.0,4454.14847161572
11405,Bhoganhalli,2,970.0,2.0,52.5,5412.371134020618
11406,Electronic City,2,1125.0,2.0,32.49,2888.0
11407,Whitefield,3,1639.5,3.0,92.63,5649.893260140287
11408,9th Phase JP Nagar,4,5000.0,4.0,300.0,6000.0
11409,other,3,2150.0,3.0,240.0,11162.790697674418
11410,Ramagondanahalli,3,1635.0,3.0,57.0,3486.238532110092
11411,Harlur,3,3425.0,3.0,320.0,9343.065693430657
11412,Hennur Road,4,2950.0,4.0,253.0,8576.271186440677
11413,Jalahalli,1,1200.0,2.0,66.0,5500.0
11414,Kathriguppe,3,1335.0,2.0,73.43,5500.374531835207
11415,Hebbal,4,4450.0,6.0,449.0,10089.887640449439
11416,Yeshwanthpur,2,1166.0,2.0,64.08,5495.711835334477
11417,Rajaji Nagar,3,2390.0,3.0,372.0,15564.853556485356
11418,Shivaji Nagar,3,1460.0,2.0,90.0,6164.3835616438355
11419,other,3,1690.0,3.0,50.0,2958.579881656805
11420,other,4,1386.0,3.0,93.0,6709.95670995671
11421,other,2,1090.0,2.0,32.0,2935.7798165137615
11422,Thanisandra,3,1732.0,3.0,85.73,4949.769053117783
11423,Whitefield,2,1390.0,2.0,72.0,5179.856115107914
11424,Sector 2 HSR Layout,2,1095.0,2.0,85.41,7800.0
11425,Kengeri,1,416.0,1.0,17.19,4132.211538461539
11426,other,3,2400.0,2.0,50.0,2083.3333333333335
11427,Yelahanka,3,1350.0,2.0,85.0,6296.2962962962965
11428,Bannerghatta Road,3,1453.0,2.0,73.0,5024.088093599449
11429,Thanisandra,2,1226.0,2.0,65.0,5301.794453507341
11431,Hegde Nagar,3,1168.0,2.0,68.0,5821.917808219178
11432,Bannerghatta,3,1776.0,3.0,124.0,6981.981981981982
11433,Whitefield,3,1634.0,3.0,68.0,4161.566707466341
11434,Hormavu,2,860.0,2.0,56.0,6511.627906976744
11435,other,3,2800.0,3.0,400.0,14285.714285714286
11436,Nagasandra,3,1650.0,3.0,95.0,5757.575757575758
11437,Whitefield,2,1190.0,2.0,70.0,5882.35294117647
11438,JP Nagar,2,1133.0,2.0,33.99,3000.0
11439,other,3,1559.0,3.0,62.0,3976.9082745349583
11440,Horamavu Banaswadi,3,1448.0,4.0,118.0,8149.171270718232
11441,other,4,6652.0,6.0,510.0,7666.867107636801
11442,Kodichikkanahalli,2,976.0,2.0,50.0,5122.950819672131
11443,other,4,1350.0,4.0,240.0,17777.777777777777
11444,Yelahanka,3,1590.0,2.0,54.0,3396.2264150943397
11445,Binny Pete,4,2940.0,6.0,201.0,6836.734693877551
11446,Yelahanka,3,1633.0,3.0,110.0,6736.068585425597
11447,Ramagondanahalli,2,1151.0,2.0,46.0,3996.524761077324
11448,Kereguddadahalli,3,1400.0,2.0,42.0,3000.0
11449,Uttarahalli,2,1037.0,2.0,36.0,3471.552555448409
11450,Thanisandra,2,1188.0,2.0,36.0,3030.3030303030305
11451,other,2,1060.0,2.0,52.0,4905.66037735849
11452,Thigalarapalya,3,2215.0,4.0,162.0,7313.769751693002
11453,Hennur,2,1255.0,2.0,54.5,4342.629482071713
11454,other,3,2500.0,2.0,300.0,12000.0
11455,Hormavu,2,1075.0,2.0,53.7,4995.3488372093025
11456,Harlur,4,2569.0,5.0,180.0,7006.617360840794
11457,ITPL,2,900.0,2.0,27.0,3000.0
11458,Kudlu Gate,2,1183.0,2.0,79.54,6723.584108199494
11459,HSR Layout,2,1100.0,2.0,44.0,4000.0
11460,GM Palaya,3,1643.0,2.0,70.0,4260.49908703591
11461,other,3,1500.0,2.0,120.0,8000.0
11462,Jakkur,2,1291.0,2.0,75.0,5809.450038729667
11463,Hennur,3,1150.0,3.0,80.0,6956.521739130435
11464,Electronic City,2,1060.0,2.0,55.0,5188.679245283019
11465,7th Phase JP Nagar,3,1575.0,2.0,110.0,6984.126984126984
11467,other,4,1700.0,3.0,55.0,3235.294117647059
11468,Mahadevpura,2,1236.0,2.0,58.0,4692.556634304207
11469,Ramamurthy Nagar,3,1350.0,2.0,39.0,2888.8888888888887
11470,Malleshwaram,3,2475.0,4.0,326.0,13171.717171717171
11471,Pai Layout,6,3800.0,6.0,175.0,4605.263157894737
11472,Haralur Road,4,4694.0,5.0,375.0,7988.9220281210055
11473,Electronic City,2,1200.0,2.0,34.66,2888.333333333333
11474,Hulimavu,4,1200.0,4.0,75.0,6250.0
11475,Harlur,2,1225.0,2.0,56.0,4571.428571428572
11476,Thanisandra,2,1056.0,2.0,75.0,7102.272727272727
11477,9th Phase JP Nagar,3,1240.0,2.0,42.85,3455.6451612903224
11478,Banashankari,3,1200.0,3.0,74.52,6210.0
11479,Kudlu Gate,3,1850.0,3.0,110.0,5945.945945945946
11480,other,4,3150.0,4.0,180.0,5714.285714285715
11481,Naganathapura,1,1200.0,1.0,39.82,3318.3333333333335
11483,other,5,3520.0,6.0,460.0,13068.181818181818
11484,Chandapura,3,1185.0,2.0,30.22,2550.2109704641352
11485,Jigani,2,918.0,2.0,56.0,6100.217864923748
11486,other,3,1330.0,2.0,68.0,5112.7819548872185
11487,Munnekollal,3,1540.0,2.0,70.0,4545.454545454545
11488,Lakshminarayana Pura,2,1200.0,2.0,80.0,6666.666666666667
11489,other,2,927.0,2.0,37.0,3991.3700107874865
11490,Sarjapur,4,2585.5,4.0,115.0,4447.882421195127
11491,CV Raman Nagar,3,1400.0,2.0,78.0,5571.428571428572
11492,Hosur Road,2,1345.0,2.0,106.0,7881.0408921933085
11493,1st Phase JP Nagar,4,1900.0,3.0,400.0,21052.63157894737
11494,8th Phase JP Nagar,2,1510.0,2.0,80.0,5298.013245033113
11497,ITPL,3,1500.0,3.0,61.52,4101.333333333333
11498,Yelahanka,1,827.5,1.0,42.535,5140.181268882176
11499,Vidyaranyapura,3,1100.0,2.0,72.0,6545.454545454545
11500,other,3,1200.0,3.0,68.0,5666.666666666667
11501,Kanakpura Road,3,1100.0,3.0,53.0,4818.181818181818
11502,Hormavu,4,2282.0,4.0,115.0,5039.439088518843
